,SYSTEMSTOP,OBJECTID,the_geom,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,STATUS,PUBLIC_NAM,Longitude,Latitude
0,11953,193,POINT (-87.54862703700002 41.72818418100002),92ND STREET,BALTIMORE,EB,NS,95,,CHICAGO,1,92nd Street & Baltimore,-87.54862704,41.72818418
1,2723,194,POINT (-87.737227163 41.749111071000016),79TH STREET,KILPATRICK (east leg),EB,NS,79,,CHICAGO,1,79th Street & Kilpatrick,-87.73722716,41.74911107
2,1307,195,POINT (-87.74397362600001 41.924143016000016),FULLERTON,KILPATRICK,EB,NS,74,,CHICAGO,1,Fullerton & Kilpatrick,-87.74397363,41.92414302
3,6696,196,POINT (-87.65929365400001 41.86931424800002),TAYLOR,THROOP,EB,NS,157,,CHICAGO,1,Taylor & Throop,-87.65929365,41.86931425
4,22,197,POINT (-87.72780787099998 41.877006596),JACKSON,KARLOV,EB,FS,126,,CHICAGO,1,Jackson & Karlov,-87.72780787,41.8770066
5,4767,198,POINT (-87.71978000000001 41.975526),FOSTER,MONTICELLO,EB,NS,92,,CHICAGO,1,Foster & Monticello,-87.71978,41.975526
6,6057,199,POINT (-87.66617293000002 41.85248367600002),ASHLAND,CERMAK/BLUE ISLAND,SB,NS,"9,X9",N9,CHICAGO,1,Ashland & Cermak/Blue Island,-87.66617293,41.85248368
7,1790,200,POINT (-87.671980647 42.001785039000026),CLARK,ALBION,SB,NS,22,N22,CHICAGO,1,Clark & Albion,-87.67198065,42.00178504
8,1847,201,POINT (-87.63171899999998 41.90949699999999),CLARK,BURTON,SB,NS,"22,36",N22,CHICAGO,1,Clark & Burton,-87.631719,41.909497
9,11474,202,POINT (-87.66044699999998 41.98393199999998),RIDGE,BROADWAY/BRYN MAWR,NWB,FS,84,,CHICAGO,1,Ridge & Broadway/Bryn Mawr,-87.660447,41.983932
10,1368,203,POINT (-87.69257800100002 41.977712999999994),LINCOLN,BERWYN,SEB,NS,11,,CHICAGO,1,Lincoln & Berwyn,-87.692578,41.977713
11,11877,204,POINT (-87.69972826999998 41.99764619000001),CALIFORNIA,DEVON,SB,NS,93,,CHICAGO,1,California & Devon,-87.69972827,41.99764619
12,3718,205,POINT (-87.64227928499997 41.685192786000016),HALSTED,115TH STREET,SB,NS,"8A,108",,CHICAGO,1,Halsted & 115th Street,-87.64227929,41.68519279
13,5173,206,POINT (-87.65469488100001 41.785137358999975),RACINE,60TH STREET,SB,NS,44,,CHICAGO,1,Racine & 60th Street,-87.65469488,41.78513736
14,5182,207,POINT (-87.65434200499999 41.77057755999999),RACINE,68TH STREET,SB,NS,44,,CHICAGO,1,Racine & 68th Street,-87.65434201,41.77057756
15,7543,208,POINT (-87.620863816 41.694504600000016),MICHIGAN,110TH STREET,SB,NS,"34,119",N34,CHICAGO,1,Michigan & 110th Street,-87.62086382,41.6945046
16,10235,209,POINT (-87.74591000100003 41.89693600099997),CICERO,IOWA,SB,NS,54,,CHICAGO,1,Cicero & Iowa,-87.74591,41.896936
17,4525,210,POINT (-87.76464595300001 41.79544107800001),ARCHER,MAJOR (west leg),SWB,NS,"62,62H",,CHICAGO,1,Archer & Major,-87.76464595,41.79544108
18,5368,211,POINT (-87.64431033699998 41.934928292999984),BROADWAY,SURF (north leg),SB,NS,36,,CHICAGO,1,Broadway & Surf,-87.64431034,41.93492829
19,9925,212,POINT (-87.81870907899997 42.004327362000026),NORTHWEST HWY,OVERHILL,SEB,FS,68,,CHICAGO,1,Northwest Hwy & Overhill,-87.81870908,42.00432736
20,9936,213,POINT (-87.80083969999998 41.993399635),NORTHWEST HWY,NIAGARA,SEB,FT,68,,CHICAGO,1,Northwest Hwy & Niagara,-87.8008397,41.99339964
21,16069,214,POINT (-87.74369327599999 41.82179553100002),CICERO,PERSHING,SB,FS,54B,,CHICAGO,1,Cicero & Pershing,-87.74369328,41.82179553
22,2259,215,POINT (-87.61445367300001 41.730966249999994),KING DRIVE,90TH STREET,SB,FS,3,,CHICAGO,1,King Drive & 90th Street,-87.61445367,41.73096625
23,14102,216,POINT (-87.76185024699998 41.96984926499999),JEFFERSON PARK,BLUE LINE STATION/SOUTH B,SWB,TERM,81,N81,CHICAGO,1,Jefferson Park Transit Center,-87.76185025,41.96984927
24,7058,217,POINT (-87.55339915299999 41.75689546799998),S. SHORE DRIVE,77TH STREET,SB,FS,"N5,6,26,71",N5,CHICAGO,1,S. Shore Drive & 77th Street,-87.55339915,41.75689547
25,5353,218,POINT (-87.65414500000003 41.960081),BROADWAY,CULLOM,SB,MT,36,,CHICAGO,1,Broadway & Cullom,-87.654145,41.960081
26,6488,219,POINT (-87.63191809199998 41.85269835999998),WENTWORTH,CERMAK,NB,NS,24,,CHICAGO,1,Wentworth & Cermak,-87.63191809,41.85269836
27,5710,220,POINT (-87.72903943900002 41.953745690000005),IRVING PARK,KEYSTONE,WB,NS,80,,CHICAGO,1,Irving Park & Keystone (Blue Line),-87.72903944,41.95374569
28,5314,221,POINT (-87.583830455 41.773418424),67TH STREET,EAST END,WB,NT,"N5,6,15,67",N5,CHICAGO,1,67th Street & East End,-87.58383046,41.77341842
29,4723,222,POINT (-87.68868466700002 41.877590708000014),JACKSON,CAMPBELL,WB,NS,126,,CHICAGO,1,Jackson & Campbell,-87.68868467,41.87759071
30,8099,223,POINT (-87.70140483099999 41.80822288799999),47TH STREET,ALBANY,WB,NS,47,,CHICAGO,1,47th Street & Albany,-87.70140483,41.80822289
31,237,224,POINT (-87.72774700999997 41.87439868199999),CONGRESS,KARLOV,WB,NS,7,,CHICAGO,1,Congress & Karlov,-87.72774701,41.87439868
32,458,225,POINT (-87.64947699999999 41.8818),MADISON,PEORIA,WB,NS,20,N20,CHICAGO,1,Madison & Peoria,-87.649477,41.8818
33,9688,226,POINT (-87.77271100000002 41.967760999999996),LAWRENCE,MENARD (west leg),WB,NS,"81W,91",,CHICAGO,1,Lawrence & Menard,-87.772711,41.967761
34,10122,227,POINT (-87.70520000099998 41.764399001000015),71ST STREET,SPAULDING,WB,NT,67,,CHICAGO,1,71st Street & Spaulding,-87.7052,41.764399
35,335,228,POINT (-87.65499111100002 41.86711341),ROOSEVELT,MAY,WB,NS,12,,CHICAGO,1,Roosevelt & May,-87.65499111,41.86711341
36,9749,229,POINT (-87.83101847400002 41.966765166000016),LAWRENCE,PROSPECT,WB,FS,81W,,NORRIDGE,1,Lawrence & Prospect,-87.83101847,41.96676517
37,7997,230,POINT (-87.60657471600001 41.816881723999984),43RD STREET,COTTAGE GROVE,WB,NS,43,,CHICAGO,1,43rd Street & Cottage Grove,-87.60657472,41.81688172
38,9517,231,POINT (-87.69960033500001 41.73537769500001),87TH STREET,ALBANY,WB,NT,87,,CHICAGO,1,87th Street & Albany,-87.69960034,41.7353777
39,7586,232,POINT (-87.60960099900001 41.65749899999997),131ST STREET,RHODES,WB,MT,34,N34,CHICAGO,1,131st Street & Rhodes,-87.609601,41.657499
40,4132,233,POINT (-87.74183672499998 41.917050437),ARMITAGE,4600 WEST,WB,MB,73,,CHICAGO,1,4600 W Armitage,-87.74183673,41.91705044
41,14681,234,POINT (-87.68329 42.06416999999999),CENTRAL STREET,RIDGE,WB,NS,201,,EVANSTON,2,Central Street & Ridge,-87.68329,42.06417
42,9687,235,POINT (-87.77006899999998 41.96780100000001),LAWRENCE,MAJOR (west leg),WB,NS,"81W,91",,CHICAGO,1,Lawrence & Major,-87.770069,41.967801
43,5379,236,POINT (-87.628241 41.89500700000002),STATE,HURON,SB,NS,36,,CHICAGO,1,State & Huron,-87.628241,41.895007
44,12609,237,POINT (-87.78122829300003 41.945754584999975),ADDISON,MELVINA,WB,NS,152,,CHICAGO,1,Addison & Melvina,-87.78122829,41.94575459
45,9314,238,POINT (-87.71726747000002 41.939275528999985),BELMONT,CENTRAL PARK,WB,NS,77,N77,CHICAGO,1,Belmont & Central Park,-87.71726747,41.93927553
46,14523,239,POINT (-87.72134984299998 41.89548807199998),CHICAGO,HAMLIN,WB,FS,66,N66,CHICAGO,1,Chicago & Hamlin,-87.72134984,41.89548807
47,12574,240,POINT (-87.69785557699998 41.946744688000024),ADDISON,CALIFORNIA,WB,NS,152,,CHICAGO,1,Addison & California,-87.69785558,41.94674469
48,1543,241,POINT (-87.62093294599998 41.80210347399998),51ST STREET,INDIANA,WB,NS,15,,CHICAGO,1,51st Street & Indiana,-87.62093295,41.80210347
49,6846,242,POINT (-87.634273501 41.85294079200003),CERMAK,ARCHER,WB,NS,21,,CHICAGO,1,Cermak & Archer,-87.6342735,41.85294079
50,15316,243,POINT (-87.62369992700002 41.831099729000016),35TH STREET,MICHIGAN,WB,FS,35,,CHICAGO,1,35th Street & Michigan,-87.62369993,41.83109973
51,367,244,POINT (-87.72995235399998 41.86618435899999),ROOSEVELT,KEELER,WB,NS,12,,CHICAGO,1,Roosevelt & Keeler,-87.72995235,41.86618436
52,17019,245,POINT (-87.76677665900002 41.938639894000005),BELMONT,CENTRAL,WB,FS,77,N77,CHICAGO,1,Belmont & Central,-87.76677666,41.93863989
53,15337,246,POINT (-87.77091308299998 41.91975664500001),GRAND,MENARD,WB,FS,65,,CHICAGO,1,Grand & Menard,-87.77091308,41.91975665
54,6859,247,POINT (-87.65859157699998 41.85250609000002),CERMAK,THROOP,WB,NS,21,,CHICAGO,1,Cermak & Throop,-87.65859158,41.85250609
55,7590,248,POINT (-87.61978426600001 41.663544453999975),127TH STREET,MICHIGAN,WB,NS,"34,108",N34,CHICAGO,1,127th Street & Michigan,-87.61978427,41.66354445
56,11378,249,POINT (-87.68630100000001 41.961397999999974),MONTROSE,OAKLEY,WB,NT,78,,CHICAGO,1,Montrose & Oakley,-87.686301,41.961398
57,786,250,POINT (-87.67186200200001 41.890986698999995),GRAND,WOOD,WB,NS,65,,CHICAGO,1,Grand & Wood,-87.671862,41.8909867
58,1541,251,POINT (-87.616823307 41.802163603),51ST STREET,KING DRIVE (w. serv. dr.),WB,FS,15,,CHICAGO,1,51st Street & King Drive,-87.61682331,41.8021636
59,13079,252,POINT (-87.698332574 41.78638521200003),59TH STREET,SACRAMENTO,WB,NS,59,,CHICAGO,1,59th Street & Sacramento,-87.69833257,41.78638521
60,622,253,POINT (-87.66707916000001 41.89615140799998),CHICAGO,ASHLAND,WB,NS,66,N66,CHICAGO,1,Chicago & Ashland,-87.66707916,41.89615141
61,17487,254,POINT (-87.648676938 41.92571877400002),HALSTED,LINCOLN/FULLERTON,NB,FS,8,,CHICAGO,1,Halsted & Lincoln/Fullerton,-87.64867694,41.92571877
62,17462,255,POINT (-87.72749216900002 41.94618759100001),PULASKI,ADDISON,SB,FS,53,N53,CHICAGO,1,Pulaski & Addison,-87.72749217,41.94618759
63,17354,256,POINT (-87.56119292300002 41.751740708),79TH STREET,COLFAX,EB,FS,79,N79,CHICAGO,1,79th Street & Colfax,-87.56119292,41.75174071
64,17468,257,POINT (-87.77471055500001 41.938406644999986),BELMONT,MASON,EB,FS,77,N77,CHICAGO,1,Belmont & Mason,-87.77471056,41.93840665
65,17469,258,POINT (-87.74904333 41.93873824399998),BELMONT,LAMON,EB,FS,77,N77,CHICAGO,1,Belmont & Lamon,-87.74904333,41.93873824
66,17470,259,POINT (-87.73416153400001 41.93893101399999),BELMONT,KENOSHA,EB,NS,77,N77,CHICAGO,1,Belmont & Kenosha,-87.73416153,41.93893101
67,17472,260,POINT (-87.643701835 41.749804125000026),HALSTED,79TH STREET,EB,TERM,"8,8A",,CHICAGO,1,Halsted & 79th Street Terminal,-87.64370184,41.74980413
68,14283,261,POINT (-87.70466449999998 42.06447731200001),CENTRAL STREET,WALNUT,WB,NS,"201,206",,EVANSTON,2,Central Street & Walnut,-87.7046645,42.06447731
69,988,262,POINT (-87.77747004499997 41.90929575500002),NORTH AVENUE,MEADE,WB,NS,72,,CHICAGO,1,North Ave & Meade,-87.77747005,41.90929576
70,4813,263,POINT (-87.69635993999998 41.975914988),FOSTER,WASHTENAW,WB,NS,92,,CHICAGO,1,Foster & Washtenaw,-87.69635994,41.97591499
71,12360,264,POINT (-87.66671706400001 41.690829149000024),MONTEREY,100' east of HERMOSA,WB,MB,112,,CHICAGO,1,Monterey & Hermosa,-87.66671706,41.69082915
72,12362,265,POINT (-87.67043939400003 41.69199533800003),MONTEREY,HALE (east leg),WB,NS,112,,CHICAGO,1,Monterey & Hale,-87.67043939,41.69199534
73,13034,266,POINT (-87.608377888 41.784070461),61ST STREET,LANGLEY,WB,NS,"N4,59",N4,CHICAGO,1,61st Street & Langley,-87.60837789,41.78407046
74,12201,267,POINT (-87.69627080800001 41.70635192200001),103RD STREET,3000 WEST RR CROSSING,WB,NS,103,,CHICAGO,1,3000 W 103rd Street,-87.69627081,41.70635192
75,7940,268,POINT (-87.69506340599997 41.939492316999974),BELMONT,WASHTENAW,WB,NS,77,N77,CHICAGO,1,Belmont & Washtenaw,-87.69506341,41.93949232
76,13065,269,POINT (-87.661764694 41.78684883400001),59TH STREET,LAFLIN,WB,NS,59,,CHICAGO,1,59th Street & Laflin,-87.66176469,41.78684883
77,12291,270,POINT (-87.61852818699998 41.70730326099999),103RD STREET,INDIANA,WB,NS,"34,106",,CHICAGO,1,103rd Street & Indiana,-87.61852819,41.70730326
78,9306,271,POINT (-87.67100318500002 41.93972449199998),BELMONT,PAULINA,WB,NS,77,N77,CHICAGO,1,Belmont & Paulina,-87.67100319,41.93972449
79,9193,272,POINT (-87.63018999899998 41.80189999999999),51ST STREET,WENTWORTH,WB,NS,15,,CHICAGO,1,51st Street & Wentworth,-87.63019,41.8019
80,7515,273,POINT (-87.63766642299998 41.838224196),31ST STREET,CANAL,WB,NS,31,,CHICAGO,1,31st Street & Canal,-87.63766642,41.8382242
81,15790,274,POINT (-87.64883776599999 41.73610083),87TH STREET,MORGAN,WB,FS,"24,87",N87,CHICAGO,1,87th Street & Morgan,-87.64883777,41.73610083
82,14225,275,POINT (-87.62814440699998 41.88702684200001),WACKER,STATE,WB,FS,"134,135,136",,CHICAGO,1,Wacker & State,-87.62814441,41.88702684
83,11413,276,POINT (-87.77200467900002 41.96047938800001),MONTROSE,MENARD,WB,NS,78,,CHICAGO,1,Montrose & Menard,-87.77200468,41.96047939
84,14621,277,POINT (-87.72720652100003 41.935264878),PULASKI,WELLINGTON,SB,FS,53,N53,CHICAGO,1,Pulaski & Wellington,-87.72720652,41.93526488
85,3068,278,POINT (-87.70465073499997 41.82817003600002),KEDZIE,36TH STREET,SB,NS,52,,CHICAGO,1,Kedzie & 36th Street,-87.70465074,41.82817004
86,5584,279,POINT (-87.751144436 41.95697791600003),MILWAUKEE,BERTEAU,NWB,NS,56,,CHICAGO,1,Milwaukee & Berteau,-87.75114444,41.95697792
87,3685,280,POINT (-87.64388300000002 41.743515),HALSTED,83RD STREET,SB,NS,8A,,CHICAGO,1,Halsted & 83rd Street,-87.643883,41.743515
88,5163,281,POINT (-87.65510400099998 41.80150000100002),RACINE,51ST STREET,SB,NS,44,,CHICAGO,1,Racine & 51st Street,-87.655104,41.8015
89,2408,282,POINT (-87.62639712100002 41.81659818000003),STATE,43RD STREET,SB,NS,29,,CHICAGO,1,State & 43rd Street,-87.62639712,41.81659818
90,14612,283,POINT (-87.696374612 41.880891005000024),CALIFORNIA,MADISON,SB,FS,94,,CHICAGO,1,California & Madison,-87.69637461,41.88089101
91,2231,284,POINT (-87.61569366100002 41.77995846800002),KING DRIVE,63RD STREET,SB,FS,3,,CHICAGO,1,King Drive & 63rd Street,-87.61569366,41.77995847
92,5024,285,POINT (-87.64126699899998 41.881976001),CLINTON,MADISON,SB,NS,"128,132,192",,CHICAGO,1,Clinton & Madison,-87.641267,41.881976
93,5629,286,POINT (-87.74994875300001 41.95330775100001),IRVING PARK,LAMON,EB,NS,80,,CHICAGO,1,Irving Park & Lamon,-87.74994875,41.95330775
94,10532,287,POINT (-87.654463797 41.79375704),GARFIELD,RACINE,EB,FS,55,N55,CHICAGO,1,Garfield & Racine,-87.6544638,41.79375704
95,396,288,POINT (-87.75778964800003 41.880251869999995),MADISON,LOCKWOOD (west leg),EB,NS,20,N20,CHICAGO,1,Madison & Lockwood,-87.75778965,41.88025187
96,15383,289,POINT (-87.80641009200002 41.93099446299999),HARLEM,DIVERSEY,NB,FS,90,,CHICAGO,1,Harlem & Diversey,-87.80641009,41.93099446
97,15539,290,POINT (-87.77602671400001 41.935060744),AUSTIN,WELLINGTON,NB,FS,91,,CHICAGO,1,Austin & Wellington,-87.77602671,41.93506074
98,6186,291,POINT (-87.66434247000001 41.79025298900001),ASHLAND,57TH STREET,NB,NS,9,N9,CHICAGO,1,Ashland & 57th Street,-87.66434247,41.79025299
99,10916,292,POINT (-87.65378542399998 41.75651946400001),RACINE,76TH STREET,NB,FS,"44,75",,CHICAGO,1,Racine & 76th Street,-87.65378542,41.75651946
100,880,293,POINT (-87.72176300000001 41.90987999999999),NORTH AVENUE,HAMLIN,EB,NS,72,,CHICAGO,1,North Ave & Hamlin,-87.721763,41.90988
101,26,294,POINT (-87.71547719900002 41.87714182399998),JACKSON,CENTRAL PARK,EB,FS,126,,CHICAGO,1,Jackson & Central Park,-87.7154772,41.87714182
102,5660,295,POINT (-87.67887969600002 41.95404951699999),IRVING PARK,DAMEN/LINCOLN,EB,NS,80,,CHICAGO,1,Irving Park & Damen/Lincoln,-87.6788797,41.95404952
103,3385,296,POINT (-87.72774199999998 41.778549),63RD STREET,KEELER,EB,NS,63,N63,CHICAGO,1,63rd Street & Keeler,-87.727742,41.778549
104,12445,297,POINT (-87.65658840999998 41.67754029299999),119TH STREET,LOOMIS,EB,NT,119,,CHICAGO,1,119th Street & Loomis,-87.65658841,41.67754029
105,15698,298,POINT (-87.78595114900003 41.945603240000025),ADDISON,NARRAGANSETT,EB,FS,152,,CHICAGO,1,Addison & Narragansett,-87.78595115,41.94560324
106,1881,299,POINT (-87.62928499999998 41.88094799999999),DEARBORN,MONROE,NB,FS,"22,24,36,62,151","N22,N62",CHICAGO,1,Dearborn & Monroe,-87.629285,41.880948
107,5954,300,POINT (-87.64841954799999 41.91807744699997),HALSTED,ARMITAGE,NB,NS,8,,CHICAGO,1,Halsted & Armitage,-87.64841955,41.91807745
108,2752,301,POINT (-87.668327261 41.750241260999985),79TH STREET,WOOD,EB,NS,79,N79,CHICAGO,1,79th Street & Wood,-87.66832726,41.75024126
109,7661,302,POINT (-87.675436999 41.83033800099997),35TH STREET,DAMEN,EB,NS,35,,CHICAGO,1,35th Street & Damen,-87.675437,41.830338
110,6688,303,POINT (-87.67656924800002 41.87142308799997),POLK,DAMEN,EB,NS,157,,CHICAGO,1,Polk & Damen,-87.67656925,41.87142309
111,2778,304,POINT (-87.619874203 41.75098438600003),79TH STREET,INDIANA,EB,NS,79,N79,CHICAGO,1,79th Street & Indiana,-87.6198742,41.75098439
112,2889,305,POINT (-87.62122408200003 41.692539521000015),111TH STREET,MICHIGAN,EB,NS,111,,CHICAGO,1,111th Street & Michigan,-87.62122408,41.69253952
113,389,306,POINT (-87.76992190800001 41.880087763999995),MADISON,MENARD,EB,NS,20,N20,CHICAGO,1,Madison & Menard,-87.76992191,41.88008776
114,15789,307,POINT (-87.648085122 41.7358845),87TH STREET,MORGAN,EB,FS,"24,87",N87,CHICAGO,1,87th Street & Morgan,-87.64808512,41.7358845
115,1631,308,POINT (-87.61574131499998 41.802038763999974),51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15,,CHICAGO,1,51st Street & King Drive,-87.61574132,41.80203876
116,7022,309,POINT (-87.548232429 41.75223403799998),S. SHORE DRIVE,79TH STREET,NB,FS,"N5,6,26,71",N5,CHICAGO,1,S. Shore Drive & 79th Street,-87.54823243,41.75223404
117,8171,310,POINT (-87.64081761199998 41.808873748999986),47TH STREET,WALLACE,EB,NS,47,,CHICAGO,1,47th Street & Wallace,-87.64081761,41.80887375
118,10786,311,POINT (-87.615479999 41.76562999999999),71ST STREET,KING DRIVE,EB,NS,71,,CHICAGO,1,71st Street & King Drive,-87.61548,41.76563
119,2890,312,POINT (-87.61840704999997 41.69257126000002),111TH STREET,INDIANA,EB,NS,111,,CHICAGO,1,111th Street & Indiana,-87.61840705,41.69257126
120,1756,313,POINT (-87.66177917599998 42.00790262700002),MORSE,SHERIDAN,EB,NS,155,,CHICAGO,1,Morse & Sheridan,-87.66177918,42.00790263
121,11161,314,POINT (-87.71154688799999 41.90027454400001),HOMAN (east leg),GRAND,SB,NS,82,,CHICAGO,1,Homan & Grand,-87.71154689,41.90027454
122,2497,315,POINT (-87.60593410799999 41.78573678499998),COTTAGE GROVE,60TH STREET,NB,NS,4,N4,CHICAGO,1,Cottage Grove & 60th Street,-87.60593411,41.78573679
123,6262,316,POINT (-87.668471023 41.92136043199997),ASHLAND,WEBSTER,NB,NS,9,,CHICAGO,1,Ashland & Webster,-87.66847102,41.92136043
124,4982,317,POINT (-87.63257579399999 41.894842486000016),LASALLE,HURON,NB,FS,156,,CHICAGO,1,LaSalle & Huron,-87.63257579,41.89484249
125,6724,318,POINT (-87.63851320200001 41.91096073699998),SEDGWICK,NORTH AVENUE,NB,NS,37,,CHICAGO,1,Sedgwick & North Avenue,-87.6385132,41.91096074
126,9420,1,POINT (-87.60249853300002 41.736610300999985),87TH STREET,DREXEL,EB,NT,87,,CHICAGO,1,87th Street & Drexel,-87.60249853,41.7366103
127,9421,2,POINT (-87.60132199899999 41.736645001),87TH STREET,DAUPHIN/INGLESIDE,EB,NS,87,,CHICAGO,1,87th Street & Dauphin/Ingleside,-87.601322,41.736645
128,3369,3,POINT (-87.75665020299999 41.77441797099999),65TH STREET,LONG,EB,NT,165,,BEDFORD PARK,1,65th Street & Long,-87.7566502,41.77441797
129,3743,4,POINT (-87.72080233499997 41.96821765599998),LAWRENCE,LAWNDALE,EB,NS,81,N81,CHICAGO,1,Lawrence & Lawndale,-87.72080234,41.96821766
130,13014,5,POINT (-87.601264561 41.78404667799998),61ST STREET,ELLIS,EB,NS,59,,CHICAGO,1,61st Street & Ellis,-87.60126456,41.78404668
131,332,6,POINT (-87.64943144400002 41.867219208999984),ROOSEVELT,900 WEST,WB,MB,12,,CHICAGO,1,900 W Roosevelt,-87.64943144,41.86721921
132,11374,7,POINT (-87.67737372599998 41.96153107600003),MONTROSE,WINCHESTER,WB,NS,78,,CHICAGO,1,Montrose & Winchester,-87.67737373,41.96153108
133,7115,8,POINT (-87.58540156700002 41.74868351499998),STONY ISLAND,ANTHONY,NB,NS,28,,CHICAGO,1,Stony Island & Anthony,-87.58540157,41.74868352
134,6995,9,POINT (-87.55218460100002 41.70996109499998),COMMERCIAL,102ND STREET,NB,NS,71,,CHICAGO,1,Commercial & 102nd Street,-87.5521846,41.7099611
135,10818,10,POINT (-87.56642038899997 41.76566303300001),YATES,EXCHANGE/71ST ST. (s.leg),NB,NS,71,,CHICAGO,1,Yates & Exchange,-87.56642039,41.76566303
136,9628,11,POINT (-87.77475288900001 41.885678023000025),AUSTIN,FULTON/PLEASANT,NB,FS,91,,CHICAGO,1,Austin & Fulton/Pleasant,-87.77475289,41.88567802
137,4163,12,POINT (-87.66525539499997 41.839103217),ASHLAND,ORANGE LINE STATION,WB,TERM,31,,CHICAGO,1,Ashland Orange Line Station,-87.6652554,41.83910322
138,10823,13,POINT (-87.57245199900001 41.766323),71ST STREET,MERRILL,WB,NS,71,,CHICAGO,1,71st Street & Merrill,-87.572452,41.766323
139,14896,14,POINT (-87.65131450199999 41.932745899),DIVERSEY,MILDRED,WB,NS,76,,CHICAGO,1,Diversey & Mildred,-87.6513145,41.9327459
140,7519,15,POINT (-87.646124058 41.838102092999975),31ST STREET,HALSTED,WB,NS,31,,CHICAGO,1,31st Street & Halsted,-87.64612406,41.83810209
141,6485,16,POINT (-87.63174500100001 41.84531500000003),WENTWORTH,26TH STREET,NB,NS,24,,CHICAGO,1,Wentworth & 26th Street,-87.631745,41.845315
142,10607,17,POINT (-87.67457833700001 41.79396924399998),GARFIELD,DAMEN,WB,FS,55,N55,CHICAGO,1,Garfield & Damen,-87.67457834,41.79396924
143,1262,18,POINT (-87.73647819199999 41.92445662199998),FULLERTON,KOSTNER,WB,NS,74,,CHICAGO,1,Fullerton & Kostner,-87.73647819,41.92445662
144,601,19,POINT (-87.628022439 41.89674103599998),CHICAGO,STATE,WB,NS,66,N66,CHICAGO,1,Chicago & State (Red Line),-87.62802244,41.89674104
145,15769,20,POINT (-87.64256227800001 41.68515347900001),115TH STREET,HALSTED,WB,FS,115,,CHICAGO,1,115th Street & Halsted,-87.64256228,41.68515348
146,508,21,POINT (-87.76966086300001 41.88026556300002),MADISON,MENARD,WB,NS,20,N20,CHICAGO,1,Madison & Menard,-87.76966086,41.88026556
147,15557,22,POINT (-87.7218211 41.904396607000024),GRAND,HAMLIN,WB,FS,65,,CHICAGO,1,Grand & Hamlin,-87.7218211,41.90439661
148,9335,23,POINT (-87.77126818800002 41.93857548),BELMONT,MENARD,WB,NS,77,N77,CHICAGO,1,Belmont & Menard,-87.77126819,41.93857548
149,11379,24,POINT (-87.68850147400002 41.96138618399999),MONTROSE,WESTERN,WB,NS,78,,CHICAGO,1,Montrose & Western,-87.68850147,41.96138618
150,12065,25,POINT (-87.67418355000001 42.00903531199998),LUNT,CLARK,WB,FS,96,,CHICAGO,1,Lunt & Clark,-87.67418355,42.00903531
151,15108,26,POINT (-87.62837779900002 41.893342872000005),ONTARIO,STATE,WB,FS,125,,CHICAGO,1,Ontario & State,-87.6283778,41.89334287
152,10629,27,POINT (-87.727949148 41.79324073700002),55TH STREET,KEELER,WB,NS,55,,CHICAGO,1,55th Street & Keeler,-87.72794915,41.79324074
153,12267,28,POINT (-87.539990988 41.702815466000004),106TH STREET,AVENUE O,WB,NS,"26,100",,CHICAGO,1,106th Street & Avenue O,-87.53999099,41.70281547
154,12272,29,POINT (-87.55466399699998 41.70284487999999),106TH STREET,MUSKEGON,WB,NS,"26,100",,CHICAGO,1,106th Street & Muskegon,-87.554664,41.70284488
155,14862,30,POINT (-87.64634448800001 41.82353988900002),PERSHING,HALSTED,WB,FS,39,,CHICAGO,1,Pershing & Halsted,-87.64634449,41.82353989
156,5086,31,POINT (-87.64543299899998 41.809109001000024),HALSTED,47TH STREET,NB,FS,"8,44",,CHICAGO,1,Halsted & 47th Street,-87.645433,41.809109
157,9145,32,POINT (-87.72810981399999 41.975383384),PULASKI,FOSTER,NB,NS,53,,CHICAGO,1,Pulaski & Foster,-87.72810981,41.97538338
158,6446,33,POINT (-87.629689999 41.76529499999998),WENTWORTH,71ST STREET,NB,NS,24,,CHICAGO,1,Wentworth & 71st Street,-87.62969,41.765295
159,9087,34,POINT (-87.72531289900002 41.873373043000015),PULASKI,HARRISON,NB,NS,53,N53,CHICAGO,1,Pulaski & Harrison (Blue Line),-87.7253129,41.87337304
160,6767,35,POINT (-87.65653099999997 41.85789399999999),18TH STREET,RACINE,EB,NS,18,,CHICAGO,1,18th Street & Racine,-87.656531,41.857894
161,11939,36,POINT (-87.57559133900003 41.72605615100002),93RD STREET,JEFFERY,EB,NS,"N5,95",N5,CHICAGO,1,93rd Street & Jeffery,-87.57559134,41.72605615
162,4925,37,POINT (-87.64940981199999 41.95451090500001),IRVING PARK,CLARENDON,EB,FS,"80,135,148",,CHICAGO,1,Irving Park & Clarendon,-87.64940981,41.95451091
163,12453,38,POINT (-87.642142261 41.677742849000026),119TH STREET,HALSTED,EB,NS,119,,CHICAGO,1,119th Street & Halsted,-87.64214226,41.67774285
164,5702,39,POINT (-87.71279202900001 41.953968283999984),IRVING PARK,KIMBALL,WB,NS,80,,CHICAGO,1,Irving Park & Kimball,-87.71279203,41.95396828
165,11897,40,POINT (-87.69884182499999 41.97602575500002),CALIFORNIA,FOSTER,NB,FS,93,,CHICAGO,1,California & Foster,-87.69884183,41.97602576
