,Indicator,Latitude,Longitude
656,parking,41.99541005,-87.8835346955
657,parking,41.9994352875,-87.8858351375
658,parking,41.9960985444,-87.8835320611
659,parking,42.0006396105,-87.8853316947
660,parking,41.9994627571,-87.8849646429
661,parking,41.9988231192,-87.8855128462
662,parking,41.9965038167,-87.8825688833
663,parking,41.9990433833,-87.8858848333
664,parking,41.9965734286,-87.8821624286
666,parking,42.0052617,-87.8842868857
667,parking,42.0030032304,-87.8838245435
671,parking,41.8853743,-87.7175453286
672,parking,41.88328694,-87.71623452
674,parking,41.8637290333,-87.7014661778
675,parking,41.8631467571,-87.6994674429
676,parking,41.9740461778,-87.6797636778
677,parking,41.6921460667,-87.6162135833
678,parking,41.9639115143,-87.6785959429
679,parking,41.9644813385,-87.6786930077
682,parking,41.95867826,-87.69809294
683,parking,41.9509222,-87.6973957727
684,parking,41.9535106167,-87.6919962
686,parking,41.9568614,-87.69804374
687,parking,41.95337576,-87.69110244
688,parking,41.9607596,-87.6973470625
689,parking,41.9665198667,-87.6877988333
690,parking,41.98727894,-87.67526782
691,parking,41.8844446111,-87.8335135741
696,parking,41.897688775,-87.8454198667
698,parking,41.900199425,-87.846379575
704,parking,41.88894742,-87.83402889
705,parking,41.888587024,-87.834912232
708,parking,41.8935293,-87.85608078
714,parking,41.89225414,-87.62075402
716,parking,41.9969532125,-87.863834875
717,parking,41.99869864,-87.8636272
718,parking,41.99868536,-87.86478144
719,parking,41.9981087143,-87.7870340571
720,parking,41.9998739333,-87.7822897444
721,parking,42.0158457143,-87.7110216571
723,parking,41.88036596,-87.63346906
725,parking,41.8815633333,-87.6343724333
727,parking,41.8854376,-87.62909384
728,parking,41.7884528333,-87.5791911667
729,parking,41.7769771182,-87.5785140273
731,parking,41.7806399974,-87.5734136974
732,parking,41.975225425,-87.683790675
734,parking,42.0140659167,-87.7685606333
735,parking,42.01250582,-87.7690814
736,parking,42.0125972889,-87.7679986556
737,parking,41.6932723125,-87.8340748375
741,parking,41.6910457333,-87.8339600333
747,parking,41.6925687333,-87.8341026111
748,parking,41.69277094,-87.83994804
752,parking,41.6903221909,-87.8387077727
753,parking,41.6903741467,-87.8400592
754,parking,41.6906256167,-87.8354421833
755,parking,41.6907008167,-87.8368798167
756,parking,41.6949262278,-87.8402710056
757,parking,41.6935974933,-87.84017424
758,parking,41.69486979,-87.8384109067
759,parking,41.69552176,-87.83706002
760,parking,41.694428425,-87.8349899167
764,parking,41.6952275429,-87.8358367714
766,parking,41.6945681714,-87.8322686143
778,parking,41.8500855857,-87.6113133714
780,parking,42.0107343562,-87.8639290687
781,parking,41.9900006056,-87.70535095
783,parking,41.9938748526,-87.7119786263
785,parking,41.99642446,-87.71310619
786,parking,41.9969248167,-87.7173973
787,parking,41.9954773714,-87.7150567714
792,parking,41.9963908231,-87.7163844154
793,parking,41.9964855267,-87.7166778733
794,parking,41.9968899667,-87.71653365
795,parking,41.996855175,-87.71614805
796,parking,41.99627245,-87.71610392
797,parking,41.9967177182,-87.7157355364
799,parking,41.9960550769,-87.7157336308
802,parking,42.0114135,-87.71821425
803,parking,42.0106238739,-87.7193437261
805,parking,42.0051284429,-87.7123965143
806,parking,42.00518738,-87.713334
807,parking,41.9977359545,-87.7217631455
808,parking,41.9984837125,-87.721644275
809,parking,41.99899552,-87.72193014
810,parking,41.9986532833,-87.7225571333
815,parking,41.9975364615,-87.7165384692
820,parking,41.99564576,-87.71237926
821,parking,41.9952613769,-87.7123368077
823,parking,41.997518325,-87.719494225
824,parking,41.9976780556,-87.7196813778
826,parking,41.9978954667,-87.7214829
832,parking,41.9976867375,-87.7203007
845,parking,41.9820931556,-87.6692333667
846,parking,41.98148368,-87.66895678
848,parking,41.9443335857,-87.6893919929
851,parking,41.8723708714,-87.7650124429
852,parking,41.8754385556,-87.7700780111
858,parking,41.9729902857,-87.6715705714
859,parking,41.9736567182,-87.6706056455
860,parking,41.97198378,-87.66280948
864,parking,41.6857192,-87.6127781
866,parking,41.6767828143,-87.8004497571
867,parking,41.8198928182,-87.7748350091
868,parking,41.8209945778,-87.7731967778
870,parking,41.8223581417,-87.7615911
879,parking,41.8841236778,-87.6359564333
882,parking,42.03155936,-87.9205765
883,parking,41.8329903476,-87.7627431238
884,parking,42.0300114091,-87.9197723182
885,parking,42.0291760846,-87.9192317385
891,parking,42.03205336,-87.92140868
892,parking,42.031969685,-87.92302515
893,parking,42.0325678429,-87.9217882
894,parking,42.0310842889,-87.9184587778
895,parking,42.0322615694,-87.9189499167
896,parking,42.0288653636,-87.9177336909
897,parking,42.0294963,-87.91828514
898,bicycle_parking,41.79186242,-87.59926136
899,parking,41.8008429667,-87.8277488933
903,parking,41.7948673062,-87.5799473063
904,parking,41.79680215,-87.5885047167
905,parking,41.7964620077,-87.5878677462
907,parking,41.86800285,-87.6526675083
908,parking,41.8687704667,-87.6546152111
910,parking,41.8676139,-87.6560319917
915,parking,41.8007643774,-87.6112723097
916,parking,41.7904490091,-87.5961153182
920,parking,41.8762949571,-87.6295385143
921,parking,41.7911545167,-87.5873630083
930,parking,41.7858503222,-87.5875789833
933,parking,41.8004198455,-87.6070954636
934,parking,41.7934644625,-87.6140768
936,parking,41.7997032,-87.595601775
941,parking,41.7985876818,-87.5880370727
942,parking,41.7985806125,-87.5875701625
943,parking,41.7983362714,-87.5883705571
948,parking,41.8041014364,-87.5850081364
949,parking,41.8049451292,-87.5859141917
950,parking,41.7955789652,-87.5959148
951,parking,41.7853387765,-87.5926468412
953,parking,42.0317716,-87.67690404
954,parking,42.0307286,-87.67671584
955,parking,41.88529632,-87.63040193
966,parking,41.7996911,-87.59144694
967,parking,41.7948012143,-87.5968995143
968,parking,41.8093233667,-87.5951549222
969,parking,41.8789996667,-87.6257409556
970,parking,41.87669802,-87.62660476
971,parking,41.8775143154,-87.6265587077
972,parking,41.8792821,-87.62655696
975,parking,41.7845865667,-87.5986181267
977,parking,41.7813668947,-87.5871312053
979,parking,41.87477682,-87.62556604
980,parking,41.8753233875,-87.62545545
981,parking,41.8761446125,-87.626503175
982,parking,41.8826871545,-87.6334546636
983,parking,41.8835709571,-87.6348951
986,parking,41.87341426,-87.62564924
987,parking,41.87499462,-87.62658664
988,parking,41.8740247833,-87.6270198167
990,parking,41.8728441,-87.62538676
991,parking,41.87706383,-87.63585185
992,parking,41.8854391,-87.63347835
993,parking,41.88610884,-87.62581156
994,parking,41.8848351833,-87.63438975
996,parking,41.8848392333,-87.6258460333
1000,parking,41.87597842,-87.63108414
1002,parking,41.87141365,-87.63018226
1003,parking,41.87146998,-87.62895383
1004,parking,41.8740974,-87.62893322
1005,parking,41.8101559857,-87.5942499457
1006,parking,41.8100244538,-87.5923742308
1007,parking,41.8088928364,-87.5923613545
1009,parking,41.8052891727,-87.5852557909
1010,parking,41.8050653231,-87.5851839308
1011,parking,41.8056832143,-87.5857232429
1012,parking,41.8037887704,-87.5870496519
1013,parking,41.80467119,-87.58507252
1014,parking,41.8029156444,-87.5859622222
1015,parking,41.8039184,-87.58600915
1016,parking,41.8059858214,-87.5897357643
1017,parking,41.8028906677,-87.5885702645
1018,parking,41.8039009105,-87.5888646211
1019,parking,41.87015004,-87.62790117
1021,parking,41.88655816,-87.6257553
1022,parking,41.89822034,-87.61942516
1023,parking,41.8773581545,-87.6400995455
1024,parking,41.88541994,-87.63590748
1027,parking,41.8799887357,-87.6433301357
1028,parking,41.88133324,-87.64474919
1029,parking,41.87651942,-87.63579694
1030,parking,41.87490646,-87.63335558
1031,parking,41.87349004,-87.6329111
1032,parking,41.8753618,-87.63336432
1033,parking,41.8742589,-87.63102568
1034,parking,41.8735401286,-87.6314582
1035,parking,41.87311162,-87.62840614
1036,parking,41.7983084818,-87.6059564727
1037,parking,41.7961212679,-87.6052331357
1038,parking,41.8750226667,-87.6327427333
1043,parking,41.8705948111,-87.6462724444
1046,parking,41.866964,-87.6397029727
1047,parking,41.8715006615,-87.6463277692
1048,parking,41.8676334333,-87.64008815
1049,parking,41.8679212,-87.6431476143
1050,parking,41.86814945,-87.6430194625
1052,parking,41.8798476967,-87.64673422
1053,parking,41.8761919,-87.6491673
1054,parking,41.87938546,-87.65117322
1056,parking,41.87650012,-87.64924264
1057,parking,41.87735558,-87.6513982
1058,parking,41.8789126889,-87.6480222
1059,parking,41.87843,-87.6502149545
1061,parking,41.8747184,-87.6283732
1063,parking,41.8887574769,-87.6405571462
1064,parking,41.9043556737,-87.6397384947
1065,parking,41.8893889417,-87.6422246167
1066,parking,42.0269075143,-87.6769289286
1067,parking,41.9534056857,-87.7247998286
1068,parking,41.9420451727,-87.6889305364
1069,parking,41.9435690818,-87.6887774364
1071,parking,41.87500205,-87.6405474625
1072,parking,41.8739897429,-87.6405544857
1073,parking,41.8005134846,-87.5852035154
1074,parking,41.8007128364,-87.5878201061
1075,parking,41.7999212222,-87.5851629333
1076,parking,41.8001483278,-87.5853285167
1078,parking,41.8692607462,-87.6538527077
1080,parking,41.8018045235,-87.5901886
1081,parking,41.8021654571,-87.5910999857
1085,parking,41.87085544,-87.62545768
1086,parking,41.871611,-87.6254242
1088,parking,41.9303036,-87.71037124
1090,parking,41.93672515,-87.6527674875
1091,parking,41.9361058,-87.6526988
1092,parking,41.9287726778,-87.7078287778
1093,parking,41.8679490833,-87.62535805
1095,parking,41.8724976,-87.62648678
1096,parking,41.87321446,-87.63033536
1098,parking,41.8771313375,-87.6420810875
1100,parking,41.8381008875,-87.616161225
1104,parking,41.8749189,-87.6550638786
1105,parking,41.8747688333,-87.6541397
1114,parking,41.9594009765,-87.7943062941
1115,parking,41.96048706,-87.78819038
1116,parking,41.96060844,-87.78142572
1117,parking,41.95715516,-87.7885535
1118,parking,41.95902886,-87.7907398
1119,parking,41.9569018857,-87.7874060571
1120,parking,41.9571798571,-87.7881345143
1121,parking,41.9603012625,-87.76696445
1122,parking,41.9570268625,-87.789322025
1123,parking,41.9589083615,-87.7926535538
1124,parking,41.9598405222,-87.7930426333
1125,parking,41.9561483222,-87.7873873778
1126,parking,41.9596353909,-87.7826420182
1127,parking,41.96050079,-87.78751054
1130,parking,41.9536376381,-87.787627519
1131,parking,41.95487494,-87.78862262
1132,parking,41.9532055,-87.78508372
1133,parking,41.95529236,-87.7882434
1134,parking,41.95490556,-87.7869434
1135,parking,41.9552887833,-87.7886359
1136,parking,41.9553208667,-87.78700895
1137,parking,41.954324,-87.7884381143
1138,parking,41.956044,-87.7892073714
1139,parking,41.9548595,-87.7881776429
1140,parking,41.9532368571,-87.7871143143
1141,parking,41.9565813,-87.7893303
1142,parking,41.9560593857,-87.7881546429
1143,parking,41.95259372,-87.78851056
1144,parking,41.8686303923,-87.6311533769
1145,parking,41.8685362,-87.6263773
1146,parking,41.87377734,-87.6543928
1147,parking,41.8736674667,-87.65569935
1149,parking,41.9545923143,-87.7980987429
1150,parking,41.9563312182,-87.7639379091
1151,parking,41.95755674,-87.79272584
1152,parking,41.9581730571,-87.7958369286
1153,parking,41.9601263286,-87.7773119429
1154,parking,41.952546175,-87.795508325
1155,parking,41.9573865462,-87.7619520231
1157,parking,41.8104814556,-87.602493
1161,parking,41.8734908,-87.6402425125
1163,parking,41.88657764,-87.64033712
1165,parking,41.8764565,-87.6417474125
1166,parking,41.87599128,-87.64211682
1167,parking,41.95639682,-87.79811562
1168,parking,41.95542868,-87.80202216
1169,parking,41.9548896429,-87.8030067714
1170,parking,41.7886339154,-87.5975925385
1172,parking,41.7890277118,-87.6052870706
1173,parking,41.7998612909,-87.6017742636
1176,parking,41.7944116929,-87.6007660214
1178,parking,41.800219,-87.6018632667
1182,parking,41.8835536,-87.64484615
1183,parking,41.8859842167,-87.6507227
1184,parking,41.7851551,-87.6074578
1185,parking,42.03212408,-87.6699865
1186,parking,42.02760505,-87.670206025
1189,parking,42.01265334,-87.66273372
1191,parking,41.8894686167,-87.63056045
1194,parking,41.89021314,-87.63647632
1195,parking,41.7945737538,-87.5865372077
1196,parking,41.8892548571,-87.6210220286
1197,parking,41.89061744,-87.62247154
1198,parking,41.8896696364,-87.6380990182
1199,parking,41.8906440167,-87.62099485
1200,parking,41.8998268,-87.61958932
1201,parking,41.8989927,-87.6193981429
1203,parking,41.8905887833,-87.6272851167
1207,parking,41.88984162,-87.6287945
1212,parking,42.02076546,-87.88664032
1219,parking,41.8961777692,-87.6287118923
1221,parking,41.7917746455,-87.5911651273
1224,parking,42.0115733,-87.7146944429
1225,parking,42.0107198438,-87.7155991937
1226,parking,42.0115812,-87.71551282
1227,parking,42.0098713133,-87.71195184
1228,parking,42.01129192,-87.714149
1229,parking,41.7930526375,-87.5938358875
1230,parking,42.00868435,-87.708208825
1231,parking,42.0090112375,-87.70630925
1232,parking,42.0060987125,-87.7085798
